epoch,accuracy,loss,val_accuracy,val_loss
35,1.0,6.739163609381649e-07,0.8695651888847351,0.5671635270118713
36,1.0,1.1980962426605402e-06,0.9192546606063843,0.4008640646934509
37,1.0,7.206459144981636e-07,0.9316770434379578,0.2900369167327881
38,1.0,2.068528601739672e-06,0.9503105878829956,0.20665137469768524
39,1.0,8.493911991536152e-07,0.9627329111099243,0.14574341475963593
40,1.0,1.593825686541095e-06,0.9689440727233887,0.09666477143764496
41,1.0,7.177879979280988e-07,0.9751552939414978,0.06100761890411377
42,1.0,7.889908602010109e-07,0.9813664555549622,0.034283507615327835
43,1.0,7.009351179476653e-07,0.9875776171684265,0.016102245077490807
44,1.0,6.764605586795369e-07,1.0,0.006436629220843315
45,1.0,1.0486982091606478e-06,1.0,0.002143868012353778
46,1.0,2.040874278463889e-06,1.0,0.0006763961282558739
47,1.0,6.739126092725201e-07,1.0,0.00025246996665373445
48,1.0,6.039851427885878e-07,1.0,0.00018598692258819938
49,1.0,7.889825042184384e-07,1.0,0.0002538018161430955
50,1.0,6.732726660629851e-07,1.0,0.0004321301239542663
51,1.0,1.2085686194041045e-06,1.0,0.0007295117247849703
52,1.0,6.170192818899523e-07,1.0,0.0012043502647429705
53,1.0,1.6340165984729538e-06,1.0,0.0019754013046622276
54,1.0,4.075341450970882e-07,1.0,0.003039346309378743
55,1.0,3.627116598181601e-07,1.0,0.004419863689690828
56,1.0,1.170392124549835e-06,0.9937888383865356,0.006018641870468855
57,1.0,1.063903368958563e-06,0.9937888383865356,0.006995148025453091
58,1.0,2.6480228143554996e-07,0.9937888383865356,0.008430523797869682
59,1.0,3.341019692015834e-07,0.9937888383865356,0.009915906004607677
60,1.0,4.3804857341456227e-07,0.9937888383865356,0.011361402459442616
61,1.0,3.04856314414792e-07,0.9937888383865356,0.013059671968221664
62,1.0,3.1630040098207246e-07,0.9937888383865356,0.0145258828997612
63,1.0,2.0790032806417003e-07,0.9937888383865356,0.015817327424883842
64,1.0,2.6130572905458394e-07,0.9937888383865356,0.017192961648106575
65,1.0,2.3714592600754258e-07,0.9937888383865356,0.018361641094088554
66,1.0,4.024458348794724e-07,0.9937888383865356,0.019390668720006943
67,1.0,3.3219461670341843e-07,0.9937888383865356,0.02045806683599949
68,1.0,4.615727675627568e-07,0.9937888383865356,0.021436018869280815
69,1.0,3.02310866118205e-07,0.9937888383865356,0.021992068737745285
70,1.0,1.0242033567919862e-06,0.9875776171684265,0.022496232762932777
71,1.0,3.906793324404134e-07,0.9875776171684265,0.02254779264330864
72,1.0,4.4694766643260664e-07,0.9875776171684265,0.022980082780122757
73,1.0,2.1012525053265563e-07,0.9875776171684265,0.02365347556769848
74,1.0,1.8310494453999127e-07,0.9875776171684265,0.02408244088292122
75,1.0,4.6220483795877954e-07,0.9875776171684265,0.024282509461045265
76,1.0,3.8019155113033776e-07,0.9875776171684265,0.02431415393948555
77,1.0,1.1061899840569822e-06,0.9875776171684265,0.024186918511986732
78,1.0,2.1552891382725647e-07,0.9875776171684265,0.02374478243291378
79,1.0,1.7897210113915207e-07,0.9875776171684265,0.023859143257141113
80,1.0,1.9327741540564602e-07,0.9875776171684265,0.023949669674038887
81,1.0,1.8946258251162362e-07,0.9875776171684265,0.02417948842048645
82,1.0,1.592630525237837e-07,0.9875776171684265,0.024411486461758614
83,1.0,2.263371072785958e-07,0.9875776171684265,0.0242465827614069
84,1.0,1.3128889975178026e-07,0.9875776171684265,0.024408666417002678
85,1.0,3.9322810607700376e-07,0.9875776171684265,0.024371448904275894
86,1.0,2.1839025521330768e-07,0.9875776171684265,0.0245637446641922
87,1.0,1.8946271040931606e-07,0.9875776171684265,0.02419871836900711
88,1.0,1.3609295592686976e-06,0.9875776171684265,0.026208555325865746
89,1.0,7.568323212581163e-07,0.9875776171684265,0.028523551300168037
90,1.0,3.668429826575448e-07,0.9875776171684265,0.02911187708377838
91,1.0,3.9767562043380167e-07,0.9875776171684265,0.02930637262761593
92,1.0,1.958201494289824e-07,0.9875776171684265,0.02921479381620884
93,1.0,2.0281332524518803e-07,0.9875776171684265,0.029328888282179832
94,1.0,8.089895686680393e-07,0.9875776171684265,0.02833927609026432
95,1.0,2.2284061174104863e-07,0.9875776171684265,0.027796193957328796
96,1.0,1.3637489360007748e-07,0.9875776171684265,0.027823228389024734
97,1.0,2.0694609759175364e-07,0.9875776171684265,0.02796262502670288
98,1.0,1.0776496139897063e-07,0.9875776171684265,0.028028210625052452
99,1.0,1.6721023143873026e-07,0.9875776171684265,0.0278474148362875
